MAKE,MODEL,COLOR,YEAR,ODOMETER,STATE,SELLER,UNITS_SOLD,TOTAL_REVENUE,AVG_PRICE
Kia,Forte,white,2014,31132,tx,avis corporation,1,11700,11700
Chevrolet,Captiva Sport,white,2013,55124,mn,hertz car exchange inc/oklahoma city,1,12300,12300
Chevrolet,Impala,black,2013,40945,wa,enterprise veh exchange/rental,1,12500,12500
Volkswagen,Jetta,silver,2013,34569,wa,avis corporation,1,12000,12000
Dodge,Caliber,red,2007,131774,ma,metro ford,1,2400,2400
BMW,3 Series,red,2007,132815,ca,bmw of riverside,1,7300,7300
,,yellow,2006,2500,fl,tdaf remarketing,1,27900,27900
BMW,5 Series,silver,2004,90042,ca,honda of pasadena,1,7700,7700
Kia,Forte,black,2011,74429,tx,manheim dallas,1,7500,7500
Mazda,Mazda6,silver,2011,40820,tn,jpmorgan chase bank n.a.,1,14100,14100
Nissan,Murano,Ã¢â‚¬â€,2013,14638,tn,nissan north america inc.,1,12200,12200
Ford,Fusion,black,2012,64279,mo,dtg operations inc,1,9400,9400
Nissan,Rogue,black,2012,43910,nc,medlin buick gmc mazda,1,16600,16600
Mercedes-Benz,E-Class,white,2011,23429,ca,the car exchange,1,27250,27250
Nissan,Altima,blue,2011,65884,nc,t & k enterprises of mt airy inc,1,11800,11800
Ford,Freestar,red,2006,66652,mo,primeritus remarketing/national auto plaza,1,4200,4200
BMW,3 Series,gray,2002,127520,ca,genesis group automotive,1,3100,3100
Nissan,Altima,gray,2014,16029,tn,nissan north america inc.,1,17800,17800
Nissan,Altima,red,2014,40249,tn,nissan north america inc.,1,15400,15400
Nissan,Sentra,blue,2014,22296,fl,southeastern car & truck rental,1,12000,12000
Ford,Edge,black,2013,14235,oh,ford motor credit company llc,1,18800,18800
Ford,Ranger,black,2008,81089,mi,automobiles paille inc,1,7900,7900
Nissan,Altima,beige,2005,96975,fl,m and t bank,1,2500,2500
Volkswagen,Jetta,white,2014,25669,pa,tdaf remarketing,1,9600,9600
Chevrolet,Captiva Sport,gray,2013,28989,in,fiserv,1,15600,15600
BMW,X5,gray,2012,48976,pa,sports car leasing,1,31750,31750
Jeep,Wrangler,silver,2012,18682,pa,adcock brothers inc,1,24500,24500
Chevrolet,HHR,silver,2008,103887,nc,santander consumer,1,4100,4100
Chrysler,Town and Country,blue,2014,16480,va,enterprise veh exchange/rental,1,19500,19500
GMC,Acadia,black,2007,135179,il,ford-lincoln dealer program,1,8500,8500
Nissan,Armada,silver,2007,130717,az,challenge financial services,1,8600,8600
Toyota,Corolla,red,2004,150494,fl,mercedes benz of tampa,1,3600,3600
Toyota,Avalon,gray,2003,144207,tx,pm standley motorcars,1,3900,3900
Hyundai,Elantra,burgundy,2013,24540,ga,kia motors finance,1,12300,12300
Nissan,Altima,black,2013,29142,ca,nissan-infiniti lt,1,14500,14500
Buick,LaCrosse,beige,2011,66573,oh,enterprise fm exchange,1,14200,14200
Honda,Civic,black,2008,113045,nc,dt credit corporation,1,6800,6800
Infiniti,G Sedan,white,2011,46805,nj,nissan infiniti lt,1,18200,18200
Toyota,Camry,gray,2011,27605,ca,premium auto wholesale,1,12300,12300
Chevrolet,HHR,red,2010,94785,il,ally,1,1900,1900
Chevrolet,Impala,blue,2009,76233,md,santander consumer,1,6500,6500
Cadillac,CTS,gold,2008,45929,tn,chrysler capital,1,14200,14200
BMW,3 Series,white,2007,85356,ca,crb auto finance,1,9500,9500
Volkswagen,Jetta,blue,2006,94181,fl,expert auto group inc,1,2700,2700
Mazda,MPV,silver,2003,107351,md,credit acceptance corp/vrs/southfield,1,225,225
Jeep,Liberty,blue,2002,128290,va,titlemax/leesburg va1,1,1600,1600
Volkswagen,Passat,silver,2014,19196,nc,primeritus remarketing/dai,1,14500,14500
Ford,Edge,silver,2013,30449,nj,ford motor credit company llc,1,15200,15200
Ford,Mustang,silver,2013,35795,az,avm auto sales,1,23900,23900
Dodge,Charger,white,2011,69820,oh,colonial auto sales,1,12600,12600
Ford,Edge,silver,2011,76256,nc,national fleet leasing,1,15600,15600
Lexus,RX 350,blue,2010,55956,md,darcars chrysler jeep of rockville,1,21200,21200
Chevrolet,Suburban,white,2004,81859,pa,adcock brothers inc,1,10500,10500
Nissan,Altima,white,2012,26118,fl,nissan-infiniti lt,1,13800,13800
Nissan,Altima,gray,2012,29018,tx,nissan-infiniti lt,1,12200,12200
Ford,Taurus,silver,2007,123570,fl,clermont nissan,1,3400,3400
Ford,Explorer,red,2014,39778,tx,avis corporation,1,27600,27600
Ford,Fusion,gray,2013,24738,il,ford motor credit company llc,1,19400,19400
Toyota,Highlander,gray,2010,80557,ca,daimler daiichi corp,1,19500,19500
Toyota,FJ Cruiser,silver,2007,118239,ma,imperial chrysler dodge jeep corp,1,13000,13000
Hyundai,Sonata,white,2013,40416,mi,avis corporation,1,12000,12000
Jeep,Liberty,white,2008,68972,ne,american national bank,1,7500,7500
Chevrolet,Colorado,white,2005,316358,az,buckeye title loans inc,1,2300,2300
Ford,Escape,silver,2003,143517,ca,aaero sweet company,1,2200,2200
Ram,1500,black,2014,9777,il,chrysler capital,1,31500,31500
Subaru,Outback,gold,2014,12587,il,subaru of america,1,22200,22200
Toyota,Corolla,black,2013,44012,mn,avis corporation,1,12500,12500
Honda,Civic,white,2012,25313,pa,ahfc/honda lease trust/hvt  inc. eot,1,11600,11600
Chevrolet,Cruze,black,2014,7327,wi,capital one auto finance,1,12600,12600
Ford,E-Series Van,white,2014,10462,il,u-haul,1,20700,20700
Ford,Edge,Ã¢â‚¬â€,2013,18544,mo,ford motor credit company llc pd,1,23100,23100
Jeep,Grand Cherokee,black,2013,37420,ca,audi of downtown l a,1,22000,22000
Mercedes-Benz,E-Class,Ã¢â‚¬â€,2013,9101,nv,mercedes-benz financial services,1,32250,32250
Ford,Explorer,green,2002,130844,nj,best price auto sales inc,1,2300,2300
BMW,3 Series,white,2011,28234,fl,tdaf remarketing,1,29000,29000
Dodge,Challenger,white,2014,34990,nc,enterprise veh exchange/rental,1,18200,18200
Ford,F-150,blue,2013,22939,tx,steve landers toyota,1,28300,28300
Mitsubishi,Outlander Sport,black,2013,36729,pa,mmca  inc,1,13400,13400
Infiniti,G Coupe,Ã¢â‚¬â€,2011,20854,tn,nissan infiniti lt,1,22800,22800
BMW,1 Series,black,2008,65161,tx,music city autoplex llc,1,13500,13500
Chevrolet,Equinox,gray,2013,16780,oh,pauley motor car co preowned vehicles llc,1,17900,17900
Mazda,MPV,white,2006,105255,fl,daytona toyota,1,3700,3700
Nissan,Altima,silver,2003,155337,va,joyce koons honda buick gmc,1,2200,2200
Honda,Accord,silver,1999,193535,ga,gwinnett place honda,1,2800,2800
Ford,Escape,black,2012,24186,ca,ford motor credit company llc pd,1,19200,19200
Ford,Fiesta,gray,2012,30765,pa,ford motor credit company llc,1,8700,8700
Ford,Fusion,blue,2012,151304,nc,crossroads ford of fuquay-varina,1,5800,5800
Ford,Mustang,silver,2012,24193,ca,ford motor credit company llc pd,1,13500,13500
Hyundai,Elantra,gray,2012,38749,ca,hyundai motor finance,1,10000,10000
Lexus,IS 250,Ã¢â‚¬â€,2012,29888,mn,lexus financial services,1,21500,21500
Nissan,Altima,white,2012,36952,hi,nissan-infiniti lt,1,12250,12250
Ford,Escape,silver,2010,113021,fl,lease plan usa,1,6500,6500
Kia,Rio,gold,2009,122941,nc,santander consumer,1,2800,2800
Dodge,Durango,red,2004,161551,tx,caprock credit corporation,1,2200,2200
Jaguar,S-Type,blue,2000,165830,ca,gosch ford,1,950,950
Ford,Focus,silver,2014,19170,ca,enterprise vehicle exchange / tra / rental / tulsa,1,9200,9200
Hyundai,Sonata,red,2014,25595,ca,enterprise vehicle exchange / tra / rental / tulsa,1,10600,10600
Kia,Optima,silver,2014,26928,ga,remarketing by ge/flagship credit acceptance,1,13800,13800
Ford,Edge,black,2013,25161,ca,ford motor credit company llc pd,1,23900,23900
Ford,Taurus,silver,2013,67923,mo,automotive solutions llc,1,13400,13400
Mazda,Mazda6,gray,2012,68090,nc,regional acceptance corporation / greenville,1,9600,9600
Chrysler,200,black,2014,30259,on,chrysler canada inc,1,13800,13800
Chevrolet,Malibu Maxx,silver,2006,126697,ga,cameron motor sports,1,3200,3200
Nissan,Versa,blue,2014,11025,nc,regional acceptance corporation / greenville,1,10400,10400
Nissan,Rogue,white,2012,37456,oh,nissan-infiniti lt,1,17800,17800
BMW,1 Series,black,2008,94696,pa,remarketing by ge/manheim pennsylvania,1,6400,6400
BMW,X5,silver,2004,85523,ga,nalley toyota stonecrest,1,6700,6700
Chevrolet,Suburban,white,2003,141418,md,credit acceptance corp/vrs/southfield,1,6100,6100
Toyota,Camry,Ã¢â‚¬â€,2014,12384,nc,toyota motor sales usa inc/program,1,15500,15500
Chevrolet,Traverse,gray,2013,31637,il,ally,1,16400,16400
BMW,5 Series Gran Turismo,black,2014,5737,oh,bmw north america,1,53000,53000
Dodge,Grand Caravan,silver,2012,61258,fl,dtg operations inc,1,10400,10400
Chevrolet,Suburban,black,2011,43246,oh,fiserv/usb dealer services northstar exchange,1,35700,35700
Chevrolet,Traverse,purple,2009,60327,oh,colonial auto sales,1,13500,13500
Ford,Focus,red,2014,36189,tn,ars/avis budget group,1,11300,11300
Lexus,LS 460,white,2012,25663,fl,lexus financial services,1,42800,42800
Chevrolet,Impala Limited,black,2014,27289,ga,easy car leasing llc dba brac of birmingham,1,13300,13300
Volkswagen,Beetle,Ã¢â‚¬â€,2012,34381,ca,volkswagen credit inc/sc,1,10800,10800
Nissan,Altima,black,2012,20555,il,nissan-infiniti lt,1,12300,12300
Ford,Fusion,Ã¢â‚¬â€,2012,87601,nc,wheels exchange llc,1,8900,8900
BMW,3 Series,gray,2007,77587,fl,autonation cadillac west palm beach,1,8800,8800
Chevrolet,Malibu,brown,2011,37628,wi,fiserv/global lending services,1,9600,9600
Chrysler,PT Cruiser,gray,2009,152560,wi,capital one auto finance,1,750,750
Dodge,Journey,gray,2009,69869,fl,regional acceptance corporation / greenville,1,7100,7100
Dodge,Nitro,black,2008,80835,pr,oriental bank,1,4600,4600
Ford,Explorer,red,2007,113107,mi,santander consumer,1,5100,5100
Ford,Freestar,gray,2005,139155,fl,autonation ford miami,1,600,600
Ford,Explorer Sport,black,2001,230020,fl,autonation ford lincoln orange park,1,1200,1200
Ford,Econoline Cargo,white,2000,209561,fl,nextgear capital,1,1500,1500
Ford,Escape,white,2013,35315,ca,northwestern chrys/j/d/ge,1,13700,13700
Ford,Fusion,red,2013,20688,mo,ford motor credit company llc pd,1,14500,14500
BMW,3 Series,white,2005,140310,ga,automobile acceptance corp,1,2800,2800
Nissan,Armada,white,2011,82245,nj,peruzzi nissan,1,18900,18900
Toyota,Camry,silver,2003,127146,pa,the luxury haus inc,1,4500,4500
Jeep,Cherokee,red,2014,10835,pa,chrysler group llc,1,16800,16800
Nissan,Pathfinder,silver,2013,62233,tx,the hertz corporation,1,18100,18100
Toyota,Corolla,black,2013,31339,fl,world omni financial corporation,1,10200,10200
GMC,Terrain,black,2012,43230,mo,sutton ford/ge,1,17400,17400
Jeep,Grand Cherokee,black,2008,90282,tx,j & j auto & truck sales,1,19000,19000
Kia,Cadenza,gray,2014,35085,az,avis corporation,1,19100,19100
Chevrolet,Silverado 1500,red,2006,102811,ca,the car exchange,1,12250,12250
Hyundai,Sonata,blue,2011,41880,fl,sunshine auto,1,11500,11500
Ford,Fusion,silver,2012,46635,nc,ari,1,14300,14300
Cadillac,SRX,blue,2006,99503,wi,napletons auto werks inc,1,6000,6000
Ford,Escape,black,2012,31787,mi,ford motor credit company llc,1,16000,16000
Jeep,Liberty,gray,2012,62804,fl,tdaf remarketing,1,12900,12900
Chevrolet,Tahoe,gray,1999,84833,ca,s/s auto wholesale,1,4000,4000
Infiniti,Q60 Convertible,white,2014,13326,tn,nissan north america inc.,1,42200,42200
Infiniti,Q60 Convertible,white,2014,15566,tn,nissan north america inc.,1,35600,35600
Kia,Optima,white,2014,11233,tx,kia motors america  inc,1,17800,17800
Chevrolet,Equinox,beige,2011,82455,pa,kelly chevrolet cadillac inc,1,10900,10900
Nissan,Maxima,gray,2006,164013,mo,primeritus remarketing / enterprise remarktng llc,1,2800,2800
Chevrolet,TrailBlazer,green,2002,131421,pr,pr auto loans llc,1,900,900
Lexus,RX 300,black,1999,182130,tx,d&m leasing,1,3700,3700
Audi,Q7,Ã¢â‚¬â€,2012,31317,oh,vw credit,1,33000,33000
Honda,CR-V,blue,2012,36743,wa,toyota of olympia,1,21300,21300
Lincoln,MKZ,red,2012,23755,oh,ford motor credit company llc,1,17100,17100
Toyota,RAV4,white,2012,75107,ca,a & a auto sales,1,13700,13700
Chevrolet,Equinox,gold,2011,95390,ca,ge fleet services for itself/servicer,1,6200,6200
Dodge,Ram Pickup 1500,blue,2010,53612,mi,stratford hyundai,1,17500,17500
Chrysler,Pacifica,red,2008,68536,fl,jpmorgan chase bank n.a.,1,5800,5800
Volkswagen,Touareg,gray,2006,58986,ga,cameron motor sports,1,11300,11300
Mitsubishi,Outlander Sport,Ã¢â‚¬â€,2014,8935,nv,mitsubishi motors of america,1,16700,16700
Ford,C-Max Hybrid,gray,2013,15295,il,ford motor credit company llc,1,17200,17200
Infiniti,G Sedan,gray,2013,14272,ca,nissan infiniti lt,1,22500,22500
Chevrolet,Malibu,gold,2010,121899,nc,dt credit corporation,1,6000,6000
Dodge,Challenger,white,2014,14017,on,chrysler canada inc,1,25400,25400
Dodge,Durango,silver,2006,131706,nc,meridian remarketing,1,3500,3500
Acura,MDX,white,2009,71187,fl,david j leahy jr,1,18200,18200
Dodge,Nitro,white,2008,84489,tx,rlb investments,1,8500,8500
BMW,X5,black,2007,95316,pa,alans autos,1,15000,15000
Chrysler,200,Ã¢â‚¬â€,2014,33048,tn,budget rent a car/atlanta,1,11900,11900
Toyota,4Runner,burgundy,2006,136798,tx,westlake financial services,1,6500,6500
Chrysler,Town and Country,blue,2005,208089,va,richmond car & truck sales,1,1500,1500
Honda,Odyssey,white,2014,4440,ca,american honda motor company,1,35250,35250
Ford,Fiesta,white,2013,14025,fl,ford motor credit company llc,1,10600,10600
Nissan,Altima,Ã¢â‚¬â€,2013,23930,il,nissan-infiniti lt,1,14000,14000
Hyundai,Sonata,red,2012,45020,pa,hyundai motor finance,1,11200,11200
Ford,F-150,black,2011,106016,ga,ford motor credit company llc,1,18100,18100
Honda,Civic,white,2013,37565,pa,avis corporation,1,12200,12200
Hyundai,Sonata,black,2013,7614,pa,hyundai motor finance,1,13400,13400
Infiniti,G Sedan,Ã¢â‚¬â€,2013,26804,tn,nissan infiniti lt,1,21000,21000
Ford,F-150,Ã¢â‚¬â€,2012,99996,tx,ford motor credit company llc,1,25000,25000
Honda,Accord,black,2012,34140,nj,ahfc/honda lease trust/hvt  inc. eot,1,12700,12700
Honda,Civic,silver,2012,46624,nj,ahfc/honda lease trust/hvt  inc.,1,9900,9900
Infiniti,G Sedan,Ã¢â‚¬â€,2012,29352,fl,nissan infiniti lt,1,20800,20800
Nissan,Altima,silver,2012,13107,tx,nissan-infiniti lt,1,13000,13000
Nissan,Altima,blue,2012,19534,tx,nissan-infiniti lt,1,11000,11000
Ford,Mustang,yellow,2011,40052,tx,meridian remarketing,1,17900,17900
Honda,Accord,white,2010,98582,nj,ahfc/honda lease trust/hvt  inc.,1,9200,9200
Ford,E-Series Wagon,white,2014,26790,il,avis budget group,1,18000,18000
Ford,Edge,black,2013,17947,ny,ford motor credit company llc,1,23600,23600
Honda,Accord,silver,2012,13921,ca,american honda motor company,1,19400,19400
Ford,F-150,blue,2009,76799,mi,ars-cpo,1,13400,13400
BMW,5 Series,black,2008,109891,tx,fiserv/sierra auto finance,1,6700,6700
Ford,Escape,Ã¢â‚¬â€,2014,34394,tn,ars/avis budget group,1,16900,16900
Ford,Fusion,Ã¢â‚¬â€,2013,91111,ca,wheels exchange llc,1,10200,10200
Infiniti,G Sedan,beige,2013,14653,il,nissan infiniti lt,1,18700,18700
Chrysler,200,white,2012,38619,co,santander consumer,1,9800,9800
Ford,Edge,gray,2008,112916,nc,atlantic coast remarketing inc/asf,1,7000,7000
Ford,F-350 Super Duty,white,2015,13818,ga,ford motor credit company llc,1,54800,54800
Chevrolet,Silverado 1500,red,2013,34449,oh,exceptional motorcar llc,1,26500,26500
Toyota,Corolla,red,2013,38773,oh,byers car rentals llc,1,11400,11400
Honda,Civic,blue,2012,13336,nj,ahfc/honda lease trust/hvt  inc. eot,1,11500,11500
Nissan,Altima,gray,2012,22774,fl,nissan-infiniti lt,1,12800,12800
Nissan,Altima,white,2012,41286,fl,nissan-infiniti lt,1,11800,11800
Ford,F-150,Ã¢â‚¬â€,2011,97353,tn,ford-lincoln dealer program,1,24500,24500
Chevrolet,Impala,blue,2005,221399,nj,lester glenn buick,1,900,900
Mercedes-Benz,C-Class,gray,2009,100572,ca,remarketing by ge/billion dodge,1,11500,11500
GMC,Yukon,gold,1999,124953,ca,larry h miller toyota corona,1,950,950
Mazda,CX-5,blue,2013,28362,oh,jr's auto city inc,1,15400,15400
Infiniti,G37,gray,2009,38833,fl,zimmerman auto brokers inc,1,20600,20600
Chevrolet,Cruze,blue,2011,83676,in,auto trakk llc,1,2300,2300
Toyota,Sienna,black,2013,56873,mo,the hertz corporation,1,17200,17200
Chevrolet,Traverse,Ã¢â‚¬â€,2012,19900,mo,gmt auto sales inc,1,17500,17500
Toyota,Prius,blue,2011,44176,wi,toyota financial services,1,16500,16500
Toyota,Corolla,black,2011,62358,tn,toyota knoxville,1,9300,9300
Ford,F-150,Ã¢â‚¬â€,2010,51408,tn,midtown motors,1,24000,24000
Chevrolet,Monte Carlo,silver,2003,76981,nc,peddle llc,1,1400,1400
Mercedes-Benz,E-Class,black,2012,48740,oh,mercedes-benz financial services,1,25750,25750
Toyota,RAV4,white,2010,176828,oh,mike albert limited,1,10500,10500
Dodge,Grand Caravan,gray,2014,32686,pa,avis corporation,1,16800,16800
Dodge,Ram Pickup 1500,silver,2003,149375,ny,credit acceptance corp/vrs/southfield,1,3800,3800
Ford,F-150,white,2014,12720,in,u-haul,1,18100,18100
Toyota,Corolla,gray,2013,64304,nv,new century bmw,1,11500,11500
Chrysler,200,gray,2012,77261,fl,ari,1,8900,8900
Ford,F-150,red,2012,17876,tx,hopper motorplex inc,1,33800,33800
Ford,F-150,white,2012,77920,ut,excell auto center,1,20800,20800
Chevrolet,Silverado 1500,white,2011,104167,ut,excell auto center,1,18000,18000
Ford,Taurus,silver,2011,63435,ca,enterprise fm exchange,1,9100,9100
Volkswagen,Jetta,black,2009,75776,az,gm financial,1,7400,7400
Chevrolet,Malibu,beige,2008,130596,ga,santander consumer,1,5000,5000
Jeep,Wrangler,green,2008,94934,ga,santander consumer,1,15500,15500
Chevrolet,Equinox,silver,2007,62407,ca,toyota santa monica,1,5400,5400
Chevrolet,Suburban,beige,2005,153550,ga,carworks inc,1,7900,7900
Hyundai,Elantra,brown,2013,14283,oh,hyundai motor finance,1,12300,12300
Chevrolet,Silverado 1500,gray,2014,27625,tx,music city autoplex llc,1,34000,34000
Ram,1500,red,2012,26515,tx,d&m leasing,1,16600,16600
Nissan,Versa,blue,2008,114898,nc,dt credit corporation,1,3500,3500
Chevrolet,Camaro,silver,2013,53623,fl,florida rent a car,1,16800,16800
Ford,Fusion,white,2012,65267,ca,dtg operations inc,1,10800,10800
Nissan,Sentra,gray,2012,23385,ca,metro nissan of montclair,1,9700,9700
Chevrolet,Cruze,gray,2014,15314,il,gm remarketing,1,14900,14900
Ford,F-150,red,2008,67298,ca,aaero sweet company,1,15100,15100
Toyota,Highlander,blue,2008,40079,ne,dm northwest inc,1,17500,17500
Kia,Sorento,gray,2005,124801,or,gm financial,1,2900,2900
Ford,F-150,black,2003,142439,ca,lobel financial corp,1,5200,5200
Jeep,Compass,black,2014,11350,mn,pv holding inc/gdp,1,16900,16900
MINI,Cooper Countryman,red,2014,6359,oh,bmw mini north america,1,27000,27000
Volvo,S60,Ã¢â‚¬â€,2013,19887,ca,wheels exchange llc,1,18800,18800
Chevrolet,HHR,red,2010,97514,il,santander consumer,1,5400,5400
Nissan,Altima,gray,2007,126123,ca,premium auto wholesale,1,5900,5900
Chevrolet,Equinox,Ã¢â‚¬â€,2013,30620,tx,lease plan usa,1,16100,16100
Hyundai,Sonata,blue,2013,15118,pa,hyundai motor finance,1,17400,17400
Lexus,RX 350,white,2012,42518,fl,lexus financial services,1,28000,28000
MINI,Cooper,red,2012,18061,nj,hamilton honda,1,16300,16300
Ford,Expedition,black,2011,74545,mo,w b motors llc,1,25500,25500
Volkswagen,CC,black,2010,54432,ca,volkswagen credit inc/sc,1,9750,9750
Infiniti,G Sedan,white,2012,26388,tn,nissan infiniti lt,1,19800,19800
Toyota,Corolla,silver,2011,28771,pa,world omni financial corporation,1,10400,10400
Ford,Escape,silver,2013,38092,sc,enterprise veh exchange/rental,1,17900,17900
Ford,Explorer Sport Trac,gold,2007,165487,wa,milam mazda,1,4300,4300
,,gray,2006,76345,il,remarketing by ge/manheim chicago,1,11200,11200
Volkswagen,Jetta,Ã¢â‚¬â€,2014,18239,oh,vw credit,1,11400,11400
Chrysler,Town and Country,gray,2014,30322,il,pv holding inc/gdp,1,17900,17900
